Local TimeFreq mean	I 4 mean	I a mean	I avg mean	I b mean	I c mean	kVA tot mean	kVAR tot mean	kW tot mean	PF lag mean	PF lead mean	V unbal mean	Vll ab mean	Vll avg mean	Vll bc mean	Vll ca mean
12-05-2024 09:15:0060.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.50	35179.25	35025.43	35053.09	34844.04
12-05-2024 09:30:0059.99	0.00	3.60	7.18	7.18	10.75	122.64	-16.11	111.52		97.57	0.45	34979.79	34844.48	34868.11	34685.56
12-05-2024 09:45:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.48	34934.72	34805.79	34842.22	34640.54
12-05-2024 10:00:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.51	34916.44	34773.63	34804.51	34599.91
12-05-2024 10:15:0060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.39	35571.89	35470.08	35485.42	35352.91
12-05-2024 10:30:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.04	7356.16	7349.22	7345.46	7346.03
12-05-2024 10:45:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 11:00:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 11:15:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 11:30:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 11:45:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 12:00:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 12:15:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 12:30:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 12:45:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 13:00:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 13:15:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 13:30:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 13:45:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 14:00:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 14:15:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 14:30:00	0.00	0.22	0.07	0.00	0.00	0.00	0.00	0.00		100.00	0.00	0.00	0.00	0.00	0.00
12-05-2024 14:45:0059.99	0.00	7.47	7.25	7.13	7.14	430.34	-430.34	-1.77	0.41		0.06	5727.63	5719.81	5722.40	5709.40
12-05-2024 15:00:0060.00	0.00	70.01	70.12	69.61	70.75	4122.59	-4075.45	320.22		27.50	0.37	37234.63	37174.97	37174.66	37115.77
12-05-2024 15:15:0060.03	0.00	79.32	78.26	77.69	77.77	4668.44	-4390.33	1579.27		33.83	0.55	37214.31	37104.66	37045.38	37054.37
12-05-2024 15:30:0060.00	0.00	77.80	78.11	77.35	79.18	4783.66	-4068.24	2505.26		52.31	0.56	36781.43	36667.03	36620.75	36598.91
12-05-2024 15:45:0060.00	0.00	108.02	111.67	112.51	114.47	6932.37	-2899.16	6240.14		89.28	0.39	36251.19	36189.62	36197.81	36119.83
12-05-2024 16:00:0060.00	0.00	114.00	117.15	117.45	120.01	7264.73	-2662.48	6758.53		93.02	0.34	36156.66	36100.98	36108.80	36037.50
12-05-2024 16:15:0060.00	0.00	125.23	128.62	129.03	131.59	7966.29	-2596.92	7530.93		94.53	0.37	36089.29	36024.67	36026.54	35958.21
12-05-2024 16:30:0060.00	0.00	142.30	144.88	142.82	149.53	8981.48	-2293.33	8673.92		96.48	0.42	36146.31	36047.86	36030.82	35966.51
12-05-2024 16:45:0060.00	0.00	164.95	167.03	162.66	173.48	10297.49	-1950.72	10107.31		98.13	0.44	35936.16	35819.95	35798.57	35725.16
12-05-2024 17:00:0060.01	0.00	185.13	188.12	185.36	193.87	11525.49	-1562.37	11417.54		99.76	0.37	35653.81	35576.94	35588.11	35488.89
12-05-2024 17:15:0060.01	0.00	199.68	201.34	203.79	200.56	12315.99	-1295.73	12247.26		99.44	0.24	35532.50	35514.24	35588.43	35421.74
12-05-2024 17:30:0060.00	0.00	202.80	205.72	209.34	205.01	12588.54	-1230.44	12528.23		99.52	0.17	35521.19	35532.74	35609.88	35467.11
12-05-2024 17:45:0060.00	0.00	202.48	205.64	208.92	205.52	12587.96	-1321.25	12518.37		99.45	0.19	35544.21	35553.39	35623.02	35492.95
12-05-2024 18:00:0060.00	0.00	204.27	206.55	209.25	206.12	12631.49	-1401.45	12553.44		99.38	0.20	35520.86	35519.66	35589.03	35449.10
12-05-2024 18:15:0060.01	0.00	183.34	184.95	188.75	182.75	11342.48	-1592.08	11219.08		98.78	0.21	35677.71	35683.35	35770.98	35601.37
12-05-2024 18:30:0060.00	0.00	171.63	169.84	167.99	169.90	10366.99	-1572.42	10246.66		98.84	0.44	35609.47	35521.96	35554.55	35401.90
12-05-2024 18:45:0059.98	0.00	190.13	185.56	182.17	184.38	11213.85	-1447.22	11119.99		99.16	0.51	35304.02	35176.41	35220.04	35005.15
12-05-2024 19:00:0060.01	0.00	196.04	190.55	188.44	187.15	11479.97	-1550.71	11374.69		99.08	0.52	35236.83	35107.38	35168.98	34916.30
12-05-2024 19:15:0060.00	0.00	197.36	192.37	191.36	188.39	11580.50	-1642.67	11463.35		98.99	0.56	35234.82	35107.18	35171.61	34915.13
12-05-2024 19:30:0059.99	0.00	197.29	191.16	189.10	187.11	11510.28	-1703.23	11383.54		98.90	0.61	35283.90	35137.21	35199.14	34928.59
12-05-2024 19:45:0060.00	0.00	194.95	188.41	187.14	183.13	11349.66	-1794.23	11206.83		98.74	0.61	35328.79	35182.91	35247.54	34972.48
12-05-2024 20:00:0059.99	0.00	193.38	186.36	184.77	180.94	11228.54	-1850.96	11074.90		98.63	0.58	35352.03	35203.86	35271.29	34988.30
12-05-2024 20:15:0060.01	0.00	190.44	183.13	181.82	177.12	11049.60	-1879.78	10888.48		98.54	0.57	35420.71	35271.84	35345.16	35049.75
12-05-2024 20:30:0060.00	0.00	184.60	178.20	177.64	172.36	10774.61	-1936.01	10599.19		98.37	0.52	35495.69	35367.80	35450.96	35156.85
12-05-2024 20:45:0060.00	0.00	180.72	173.52	173.35	166.49	10509.11	-1973.82	10321.99		98.22	0.49	35572.09	35447.68	35531.45	35239.48
12-05-2024 21:00:0060.00	0.00	175.11	167.96	167.14	161.63	10177.59	-2058.29	9967.13		97.93	0.53	35621.86	35486.54	35558.56	35279.30
12-05-2024 21:15:0060.01	0.00	170.08	163.64	161.92	158.92	9936.62	-2126.71	9706.28		97.68	0.52	35691.14	35555.69	35617.13	35358.83
12-05-2024 21:30:0060.02	0.00	164.08	157.25	156.27	151.41	9571.69	-2198.43	9315.69		97.32	0.49	35786.33	35662.43	35735.09	35465.86
12-05-2024 21:45:0060.03	0.00	156.59	151.10	150.72	146.00	9210.11	-2232.65	8935.38		97.02	0.46	35828.09	35721.31	35792.50	35543.32
12-05-2024 22:00:0060.00	0.00	150.26	144.86	144.84	139.48	8840.24	-2227.65	8554.78		96.77	0.44	35869.10	35768.51	35839.23	35597.19
12-05-2024 22:15:0060.00	0.00	141.02	134.98	134.82	129.12	8119.68	456.90	7989.28	98.71		0.48	35189.91	35090.74	35149.09	34933.18
12-05-2024 22:30:0060.00	0.00	132.79	127.25	127.40	121.56	7618.84	1429.89	7483.42	98.22		0.48	34959.04	34871.02	34935.05	34718.95
12-05-2024 22:45:0060.00	0.00	127.36	121.64	121.41	116.16	7307.98	1445.45	7163.57	98.02		0.37	35060.91	34977.52	35037.75	34833.88
12-05-2024 23:00:0060.00	0.00	120.01	115.01	115.32	109.71	6879.81	1367.99	6742.41	98.00		0.33	34867.58	34800.05	34868.16	34664.50
12-05-2024 23:15:0060.01	0.00	114.50	109.36	109.59	103.98	6566.08	1376.39	6420.16	97.78		0.30	34990.54	34928.54	34994.96	34800.20
12-05-2024 23:30:0060.03	0.00	109.24	104.39	104.35	99.58	6285.69	1371.64	6134.19	97.59		0.28	35076.93	35018.73	35079.88	34899.34
12-05-2024 23:45:0060.01	0.00	105.37	100.96	101.45	96.06	6083.27	1371.95	5926.52	97.42		0.27	35083.80	35030.10	35087.86	34918.70
13-05-2024 00:00:0060.01	0.00	101.64	97.11	97.69	92.01	5852.03	1341.64	5696.16	97.34		0.27	35081.04	35027.68	35083.82	34918.16
13-05-2024 00:15:0060.00	0.00	98.91	94.03	94.18	89.01	5657.12	1300.97	5505.48	97.32		0.28	35029.52	34967.97	35018.25	34856.05
13-05-2024 00:30:0060.02	0.00	96.79	91.92	91.78	87.20	5503.09	1212.21	5367.87	97.54		0.42	34939.50	34829.64	34874.41	34675.00
13-05-2024 00:45:0060.01	0.00	94.95	90.55	90.69	86.00	5411.54	1196.08	5277.70	97.53		0.46	34910.39	34788.36	34830.93	34623.74
13-05-2024 01:00:0060.00	0.00	92.92	88.47	89.10	83.39	5296.09	1183.30	5162.19	97.47		0.44	34964.16	34847.94	34893.04	34686.58
13-05-2024 01:15:0059.99	0.00	91.73	87.38	87.76	82.65	5233.55	1202.99	5093.40	97.32		0.45	34987.24	34867.29	34908.57	34706.11
13-05-2024 01:30:0060.00	0.00	90.80	85.91	85.87	81.07	5154.10	1190.57	5014.71	97.30		0.45	35047.84	34925.63	34967.89	34761.15
13-05-2024 01:45:0060.00	0.00	89.51	84.95	85.00	80.34	5095.06	1175.64	4957.56	97.30		0.45	35032.52	34913.68	34954.80	34753.73
13-05-2024 02:00:0060.01	0.00	87.74	83.11	83.66	77.93	4988.00	1150.69	4853.46	97.30		0.44	35062.01	34945.13	34982.11	34791.31
13-05-2024 02:15:0060.01	0.00	87.16	82.65	83.75	77.03	4958.80	1134.02	4827.38	97.35		0.43	35046.70	34936.16	34979.26	34782.54
13-05-2024 02:30:0060.01	0.00	86.63	81.97	82.96	76.32	4921.82	1127.85	4790.85	97.34		0.40	35070.90	34967.11	35010.06	34820.39
13-05-2024 02:45:0059.99	0.00	86.48	81.91	82.56	76.68	4918.28	1145.76	4782.95	97.25		0.38	35073.21	34969.84	35010.67	34825.61
13-05-2024 03:00:0060.00	0.00	87.39	82.45	83.36	76.60	4950.00	1155.54	4813.22	97.24		0.35	35057.39	34958.63	35006.57	34811.98
13-05-2024 03:15:0060.00	0.00	85.87	81.22	82.10	75.69	4878.50	1109.30	4750.66	97.38		0.36	35085.25	34984.75	35027.77	34841.21
13-05-2024 03:30:0060.01	0.00	85.34	81.74	82.89	76.97	4912.27	1096.38	4788.34	97.48		0.37	35097.36	34996.42	35031.05	34860.85
13-05-2024 03:45:0060.01	0.00	86.39	81.96	82.47	77.01	4915.18	1087.01	4793.45	97.52		0.38	35024.81	34918.47	34955.39	34775.17
13-05-2024 04:00:0060.00	0.00	86.05	81.69	82.22	76.79	4894.03	1064.45	4776.85	97.61		0.38	34987.79	34881.02	34916.94	34738.33
13-05-2024 04:15:0060.00	0.00	85.11	81.69	82.78	77.18	4886.72	1052.80	4771.94	97.65		0.39	34932.04	34826.71	34858.20	34690.02
13-05-2024 04:30:0060.01	0.00	86.18	82.59	83.80	77.80	4950.26	1065.44	4834.20	97.66		0.34	34934.91	34851.66	34886.54	34733.45
13-05-2024 04:45:0060.01	0.00	88.89	84.44	84.89	79.55	5090.20	1139.40	4961.03	97.46		0.19	35080.52	35043.44	35085.51	34964.26
13-05-2024 05:00:0060.01	0.00	91.96	87.17	87.29	82.26	5259.98	1153.28	5131.94	97.56		0.11	35090.34	35078.20	35127.79	35016.43
13-05-2024 05:15:0060.01	0.00	95.74	91.34	91.51	86.77	5488.24	1166.64	5362.69	97.71		0.10	34936.59	34927.21	34970.64	34874.40
13-05-2024 05:30:0060.01	0.00	100.61	97.22	96.78	94.27	5812.79	1123.77	5703.04	98.11		0.09	34743.07	34739.49	34781.98	34693.48
13-05-2024 05:45:0060.03	0.00	101.26	98.35	97.52	96.26	5913.63	1117.85	5806.95	98.20		0.08	34942.22	34937.54	34971.80	34898.63
13-05-2024 06:00:0060.01	0.00	104.74	102.91	104.93	99.07	6169.73	1103.58	6070.21	98.39		0.07	34797.54	34828.30	34892.65	34794.75
13-05-2024 06:15:0059.99	0.00	109.47	108.78	111.96	104.89	6484.38	1108.90	6388.79	98.53		0.06	34573.53	34611.65	34684.04	34577.30
13-05-2024 06:30:0060.01	0.00	115.17	112.72	114.93	108.07	6703.06	1164.86	6601.05	98.48		0.09	34496.16	34515.58	34594.38	34456.17
13-05-2024 06:45:0060.00	0.00	120.87	117.47	121.25	110.28	6983.02	1264.34	6867.52	98.35		0.12	34476.43	34504.47	34603.48	34433.50
13-05-2024 07:00:0059.97	0.00	119.74	116.76	120.49	110.05	6876.80	1223.27	6767.05	98.40		0.28	34241.97	34205.58	34301.19	34073.55
13-05-2024 07:15:0059.97	0.00	120.99	117.78	119.84	112.52	6963.28	-268.73	6908.11		98.70	0.40	34465.65	34401.05	34510.24	34227.27
13-05-2024 07:30:0060.00	0.00	125.98	122.93	123.45	119.35	7302.95	-1552.82	7114.35		97.47	0.40	34695.05	34624.33	34731.09	34446.76
13-05-2024 07:45:0060.01	0.00	131.27	128.58	128.71	125.77	7671.61	-2214.99	7344.75		95.74	0.46	34917.96	34832.68	34942.86	34637.17
13-05-2024 08:00:0060.00	0.00	133.12	130.62	131.06	127.68	7791.35	-2135.60	7492.92		96.17	0.48	34900.32	34816.40	34932.75	34616.14
13-05-2024 08:15:0059.97	0.00	138.46	135.15	135.80	131.20	8004.07	-2047.28	7737.66		96.67	0.47	34627.76	34535.60	34650.46	34328.58
13-05-2024 08:30:0060.00	0.00	139.49	137.77	137.47	136.36	8223.51	-1926.19	7994.22		97.21	0.34	34796.61	34747.90	34841.48	34605.67
13-05-2024 08:45:0059.99	0.00	141.89	140.50	139.90	139.71	8407.91	-1807.62	8211.25		97.66	0.31	34861.01	34827.92	34923.25	34699.52
13-05-2024 09:00:0060.01	0.00	142.90	142.57	142.40	142.43	8499.94	-1779.88	8311.43		97.78	0.33	34721.25	34691.54	34788.14	34565.22
13-05-2024 09:15:0060.00	0.00	145.43	144.33	143.19	144.37	8582.02	-1750.16	8401.52		97.90	0.35	34630.42	34595.09	34690.01	34464.88
13-05-2024 09:30:0060.00	0.00	147.42	146.20	146.01	145.17	8672.38	-1696.45	8504.74		98.07	0.35	34531.43	34509.20	34622.75	34373.59
13-05-2024 09:45:0059.98	0.00	148.20	148.06	148.61	147.36	8902.09	-1561.99	8763.76		98.45	0.26	34977.34	34987.65	35095.64	34889.93
13-05-2024 10:00:0060.01	0.00	157.96	160.42	160.76	162.54	9571.98	-1803.12	9397.94		98.18	0.21	34696.63	34702.33	34781.38	34628.94
13-05-2024 10:15:0060.01	0.00	171.72	176.50	173.04	184.75	10477.65	-1461.22	10373.96		99.01	0.14	34499.38	34483.24	34491.06	34459.26
13-05-2024 10:30:0060.00	0.00	177.01	181.94	177.95	190.87	10746.84	-1336.88	10663.30		99.22	0.19	34328.36	34297.95	34286.54	34279.02
13-05-2024 10:45:0060.01	0.00	189.40	193.19	189.84	200.32	11356.06	-1242.14	11287.65		99.40	0.21	34136.29	34106.45	34118.50	34064.52
13-05-2024 11:00:0060.00	0.00	192.81	196.67	192.96	204.25	11549.23	-929.62	11511.52		99.67	0.23	34102.93	34067.07	34083.54	34014.67
13-05-2024 11:15:0060.00	0.00	195.20	199.73	195.93	208.05	11688.96	-850.05	11657.99		99.73	0.24	33984.12	33950.72	33964.57	33903.48
13-05-2024 11:30:0060.00	0.00	200.51	205.25	201.08	214.16	11940.01	-824.07	11911.51		99.76	0.25	33775.26	33740.46	33746.66	33699.41
13-05-2024 11:45:0060.00	0.00	182.02	183.57	178.57	190.13	10701.82	-895.78	10663.99		99.64	0.20	33858.89	33819.50	33832.31	33767.22
13-05-2024 12:00:0060.00	0.00	178.79	179.74	175.91	184.52	10517.05	-936.95	10475.19		99.60	0.18	33977.27	33947.33	33970.88	33893.86
13-05-2024 12:15:0060.01	0.00	181.21	180.35	175.73	184.12	10593.60	-911.44	10554.30		99.63	0.22	34120.29	34072.36	34100.87	33995.93
13-05-2024 12:30:0060.01	0.00	176.33	177.78	173.23	183.78	10450.44	-946.57	10407.47		99.59	0.23	34147.73	34103.41	34106.11	34056.38
13-05-2024 12:45:0060.00	0.00	174.81	176.24	170.29	183.62	10392.86	-949.90	10349.35		99.58	0.24	34261.82	34211.17	34201.92	34169.75
13-05-2024 13:00:0060.01	0.00	171.86	175.05	170.61	182.68	10357.74	-996.79	10309.58		99.53	0.23	34372.61	34334.45	34325.83	34304.91
13-05-2024 13:15:0060.00	0.00	170.94	173.53	169.96	179.69	10285.54	-1102.51	10226.22		99.42	0.24	34442.58	34404.64	34405.47	34365.79
13-05-2024 13:30:0059.99	0.00	170.52	173.27	169.59	179.70	10268.52	-1110.20	10208.30		99.41	0.28	34448.15	34398.54	34391.89	34355.58
13-05-2024 13:45:0060.00	0.00	171.21	173.18	169.65	178.68	10259.41	-1138.07	10196.06		99.38	0.29	34440.87	34386.98	34385.47	34334.55
13-05-2024 14:00:0060.00	0.00	169.71	171.90	167.90	178.09	10195.32	-1174.19	10127.46		99.33	0.26	34488.36	34435.75	34432.78	34386.09
13-05-2024 14:15:0060.01	0.00	170.19	170.85	166.63	175.73	10110.15	-1199.93	10038.65		99.29	0.26	34422.63	34360.02	34365.41	34292.02
13-05-2024 14:30:0059.99	0.00	173.15	172.79	167.81	177.43	10215.93	-1150.91	10150.88		99.36	0.31	34398.88	34320.11	34316.20	34245.14
13-05-2024 14:45:0060.01	0.00	172.58	172.92	166.74	179.45	10221.03	-1163.05	10154.62		99.35	0.32	34397.85	34311.35	34297.68	34238.57
13-05-2024 15:00:0060.00	0.00	171.58	172.41	167.07	178.59	10172.31	-1220.96	10098.74		99.28	0.30	34325.84	34253.94	34247.61	34188.32
13-05-2024 15:15:0060.00	0.00	170.24	171.41	166.56	177.41	10119.88	-1235.71	10044.14		99.25	0.32	34348.27	34278.73	34277.82	34210.19
13-05-2024 15:30:0059.99	0.00	170.13	170.85	164.78	177.64	10111.83	-1261.29	10032.83		99.22	0.33	34442.71	34363.31	34351.69	34295.54
13-05-2024 15:45:0059.99	0.00	169.08	168.89	164.57	173.02	10016.46	-1342.92	9924.37		99.08	0.31	34519.01	34448.22	34461.81	34363.79
13-05-2024 16:00:0060.01	0.00	168.55	168.77	164.98	172.79	10042.36	-1308.39	9956.69		99.15	0.26	34624.98	34562.67	34582.38	34480.59
13-05-2024 16:15:0060.00	0.00	166.26	166.69	161.97	171.83	10005.12	-1320.84	9917.51		99.12	0.25	34946.98	34878.15	34873.93	34813.44
13-05-2024 16:30:0060.00	0.00	165.25	166.50	162.78	171.48	10031.24	-1333.27	9942.20		99.11	0.25	35075.94	35015.72	35008.11	34963.13
13-05-2024 16:45:0059.99	0.00	166.77	166.48	162.46	170.20	10027.55	-1411.81	9927.60		99.00	0.24	35078.34	35015.77	35020.23	34948.80
13-05-2024 17:00:0060.00	0.00	164.00	165.90	163.23	170.49	10004.81	-1470.74	9896.07		98.91	0.21	35112.97	35074.38	35076.57	35033.53
13-05-2024 17:15:0060.00	0.00	165.52	167.18	164.25	171.77	10106.87	-1534.58	9989.63		98.84	0.23	35221.98	35178.50	35175.74	35137.91
13-05-2024 17:30:0060.00	0.00	168.89	169.95	167.76	173.19	10307.94	-1560.72	10189.05		98.85	0.17	35330.52	35305.51	35313.80	35272.29
13-05-2024 17:45:0060.00	0.00	171.51	170.41	166.83	172.89	10388.96	-1608.40	10263.67		98.79	0.13	35519.78	35501.88	35522.57	35463.34
13-05-2024 18:00:0060.00	0.00	170.91	169.61	165.38	172.53	10336.88	-1724.06	10192.00		98.60	0.18	35534.25	35520.05	35531.29	35494.64
13-05-2024 18:15:0060.00	0.00	172.94	172.48	168.48	176.02	10494.21	-1832.30	10332.99		98.46	0.28	35507.91	35478.89	35482.46	35446.38
13-05-2024 18:30:0059.99	0.00	178.79	177.32	171.25	181.91	10757.41	-1859.66	10595.30		98.49	0.32	35441.94	35389.50	35373.08	35353.45
13-05-2024 18:45:0060.00	0.00	192.75	190.12	184.77	192.84	11464.23	-1725.67	11333.39		98.86	0.35	35238.61	35175.49	35174.70	35113.15
13-05-2024 19:00:0060.00	0.00	206.13	201.40	193.96	204.10	11988.66	-1756.38	11859.29		98.92	0.59	34900.86	34744.79	34736.40	34597.21
13-05-2024 19:15:0060.01	0.00	209.24	202.98	195.42	204.30	11981.04	-1829.32	11840.53		98.83	0.73	34676.77	34469.73	34465.27	34267.20
13-05-2024 19:30:0060.00	0.00	208.33	201.79	194.85	202.20	11926.85	-1874.98	11778.51		98.76	0.74	34738.04	34529.31	34522.38	34327.58
13-05-2024 19:45:0060.00	0.00	209.91	202.76	194.83	203.54	12000.70	-1878.09	11852.81		98.77	0.74	34784.43	34576.52	34572.10	34373.05
13-05-2024 20:00:0060.01	0.00	207.09	199.62	191.88	199.89	11843.74	-1939.93	11683.76		98.65	0.80	34893.30	34674.71	34666.09	34464.70
13-05-2024 20:15:0060.00	0.00	200.28	193.83	185.98	195.22	11594.50	-1955.66	11428.34		98.57	0.71	35154.59	34970.68	34936.55	34820.82
13-05-2024 20:30:0060.00	0.00	194.37	187.98	180.76	188.81	11316.71	-1956.17	11146.33		98.49	0.62	35364.65	35209.69	35187.46	35076.98
13-05-2024 20:45:0060.00	0.00	190.21	182.25	174.73	181.82	10982.20	-2001.82	10797.99		98.32	0.61	35436.78	35270.16	35250.09	35123.51
13-05-2024 21:00:0060.00	0.00	184.11	175.72	168.69	174.37	10628.63	-2066.21	10425.85		98.09	0.57	35588.13	35431.50	35423.18	35283.12
13-05-2024 21:15:0060.00	0.00	177.35	169.63	163.35	168.18	10277.65	-2108.56	10058.87		97.87	0.54	35641.09	35495.44	35486.06	35359.13
13-05-2024 21:30:0060.01	0.00	170.31	163.10	157.87	161.12	9870.36	-2156.78	9631.73		97.58	0.52	35586.86	35452.72	35453.13	35318.08
13-05-2024 21:45:0060.00	0.00	161.87	156.14	151.26	155.29	9451.52	-2185.34	9195.26		97.29	0.47	35604.18	35475.39	35466.88	35355.18
13-05-2024 22:00:0060.01	0.00	150.23	147.81	144.41	148.81	8975.61	-2193.34	8703.26		96.96	0.44	35709.76	35597.96	35572.07	35512.05
13-05-2024 22:15:0060.00	0.00	140.24	138.07	135.45	138.51	8198.21	382.15	8083.81	98.92		0.50	34744.32	34620.05	34603.61	34512.17
13-05-2024 22:30:0060.00	0.00	133.77	131.27	128.23	131.82	7706.99	1296.82	7597.08	98.57		0.69	34365.82	34189.36	34170.15	34032.10
13-05-2024 22:45:0060.00	0.00	127.13	124.99	121.51	126.34	7371.79	1321.03	7252.45	98.38		0.69	34529.12	34352.09	34323.69	34203.46
13-05-2024 23:00:0060.00	0.00	121.50	119.35	116.18	120.38	7053.91	1318.05	6929.67	98.24		0.68	34593.86	34420.51	34390.76	34276.86
13-05-2024 23:15:0060.00	0.00	116.45	114.20	111.71	114.42	6765.19	1325.25	6634.10	98.06		0.65	34663.20	34498.29	34469.91	34361.83
13-05-2024 23:30:0060.00	0.00	111.68	109.02	106.06	109.31	6477.24	1329.49	6339.31	97.87		0.63	34751.76	34591.73	34557.52	34465.94
13-05-2024 23:45:0060.00	0.00	108.09	105.02	101.63	105.34	6225.88	1290.40	6090.67	97.83		0.60	34655.25	34499.41	34457.49	34385.51
14-05-2024 00:00:0060.00	0.00	104.79	101.75	98.61	101.86	6025.43	1273.26	5889.35	97.74		0.61	34605.63	34450.12	34405.86	34338.91
14-05-2024 00:15:0060.01	0.00	102.47	99.46	96.57	99.34	5902.28	1285.97	5760.48	97.60		0.58	34661.45	34517.98	34477.95	34414.51
14-05-2024 00:30:0060.01	0.00	99.86	97.28	94.97	96.99	5779.82	1291.43	5633.68	97.47		0.53	34692.82	34557.88	34518.52	34462.29
14-05-2024 00:45:0060.01	0.00	98.50	95.56	93.02	95.17	5688.02	1291.64	5539.40	97.39		0.52	34755.05	34619.59	34583.89	34519.86
14-05-2024 01:00:0060.00	0.00	97.18	94.10	91.58	93.54	5609.01	1303.62	5455.41	97.26		0.51	34796.71	34664.71	34628.97	34568.51
14-05-2024 01:15:0060.00	0.00	95.76	92.81	90.02	92.66	5544.92	1303.36	5389.56	97.20		0.52	34879.46	34747.13	34708.39	34653.61
14-05-2024 01:30:0060.00	0.00	94.70	91.94	89.44	91.69	5495.55	1311.08	5336.85	97.11		0.48	34886.64	34763.81	34730.39	34674.42
14-05-2024 01:45:0060.00	0.00	93.54	90.55	88.30	89.81	5419.93	1290.18	5264.10	97.13		0.48	34941.09	34818.87	34787.35	34728.23
14-05-2024 02:00:0060.01	0.00	92.46	89.78	87.44	89.45	5377.05	1288.23	5220.44	97.09		0.51	34972.52	34845.82	34808.20	34756.77
14-05-2024 02:15:0060.00	0.00	92.17	89.40	87.52	88.52	5358.22	1296.29	5199.03	97.03		0.49	34993.18	34870.94	34838.61	34781.09
14-05-2024 02:30:0060.01	0.00	91.35	88.60	86.52	87.91	5302.32	1266.74	5148.74	97.10		0.48	34937.47	34818.65	34787.91	34730.55
14-05-2024 02:45:0060.01	0.00	91.51	88.40	86.42	87.28	5288.02	1258.96	5135.95	97.12		0.48	34920.39	34799.38	34770.88	34706.89
14-05-2024 03:00:0060.00	0.00	91.23	88.55	87.28	87.15	5305.57	1280.80	5148.64	97.04		0.47	34967.81	34853.72	34826.39	34766.95
14-05-2024 03:15:0060.01	0.00	91.27	88.94	87.76	87.78	5320.11	1258.61	5169.08	97.16		0.50	34902.99	34783.57	34754.27	34693.41
14-05-2024 03:30:0060.00	0.00	90.80	88.21	86.20	87.64	5278.29	1237.94	5131.05	97.21		0.49	34924.17	34803.75	34770.40	34716.72
14-05-2024 03:45:0060.01	0.00	91.49	88.55	86.63	87.53	5295.57	1243.83	5147.41	97.20		0.48	34907.22	34788.36	34755.83	34702.05
14-05-2024 04:00:0060.00	0.00	90.92	88.02	86.05	87.07	5261.46	1241.54	5112.86	97.18		0.48	34893.35	34771.30	34738.02	34682.50
14-05-2024 04:15:0060.00	0.00	91.66	88.88	87.46	87.52	5309.27	1232.22	5164.27	97.27		0.48	34865.51	34746.59	34711.96	34662.43
14-05-2024 04:30:0060.00	0.00	92.55	90.18	88.62	89.37	5386.49	1226.54	5244.97	97.37		0.47	34848.99	34734.61	34699.90	34654.99
14-05-2024 04:45:0060.00	0.00	93.46	91.76	90.43	91.39	5476.73	1228.01	5337.27	97.45		0.49	34800.82	34689.20	34649.01	34617.80
14-05-2024 05:00:0060.00	0.00	98.18	95.10	92.09	95.03	5683.40	1265.31	5540.76	97.49		0.44	34803.96	34699.59	34660.70	34634.14
14-05-2024 05:15:0060.01	0.00	101.16	99.51	98.05	99.32	5931.53	1268.09	5794.35	97.69		0.40	34692.38	34605.90	34567.59	34557.61
